76900550,26100599
82323859,19557279
80221661,15158254
88460079,31494982
78456211,22261039
87326855,19981026
104507290,4179072
101335652,5380496
15298463,6346102
16901915,7119026
12277541,992692
21371186,11577663
32495956,1260626
38095861,6534961
40835526,7742861
40801272,4354722
3264373,1720089
13238448,2320147
10801999,7126893
5962959,5265472
7081815,5217387
12226036,5857844
1633249,975660
45000406,38469751
4556483,1121718
6164027,4238251
6718706,3232962
4169689,3059081
18518439,968472
15891737,8042477
14195915,6960864
37604914,34727102
2867995,1455558
2735806,1322017
129333375,120095688
5910800,4193930
9267184,6167851
9378966,4056430
3341406,2543345
2138986,1561222
3558145,2909475
4553505,3622792
3822445,2635539
9011077,8137874
10741698,7025870
6838563,5249892
3381673,1182022
9620726,6932118
6465726,3488481
23315096,21445464
25785252,22551447
16900428,6502148
22689820,21329561
6919639,3459043
9999333,3391655
9495262,7770866
4516019,3359252
11415682,6335216
13622141,10005113
12904972,8855564
16519357,11044015
17622101,5354322
18545943,5484938
7354212,3044050
6530968,4506289
3316194,2382435
35124176,26388613
5390362,4876659
6432813,4591662
19878203,14753121
4127205,3211062
10582436,4511374
39788009,7724661
3019866,1201407
4626187,3607385
7729497,5445800
7407995,6009665
4062040,1941647
6857302,6064285
8266496,4752012
107749832,66098570
1735852,940673
5712919,3528556
12499215,6514629
13163974,5931229
17039037,8839649
6044761,4673800
7060257,2923312
6708218,4843339
3514865,2338862
154832748,114082843
156623228,146079151
13156547,11435283
4404103,3056994
6074476,3562800
7428403,5567274
2142028,1211221
12631157,4008290
13959418,5115331
21224746,15084062
3460186,2551608
15880506,9940390
2751304,1881152
33219169,25815352
3185254,1109233
3867688,2548059
10985187,4802390
2512042,1375127
21970676,12523191
25440681,22884041
26379242,14998794
3126835,1796557
25126262,12135579
38540678,21104907
37954926,30336106
77312941,67139148
5127374,3435200
3563848,1650655
3527913,1296507
5701450,4565790
17155008,14694491
18728657,5051099
20602479,11890215
16820621,15990501
3052872,1601007
33171153,27089014
3768079,1828983
5094472,4534213
7511080,5166919
27607217,27040552
10276986,9758969
18449911,17914607
30884078,8532674
37572761,35055352
36087573,10329895
24400024,8837325
102401239,37173750
8519780,5123501
7606740,5839207
16840298,14549382
18492017,6496790
19375416,18811714
10231814,7288017
24641947,22779825
25557850,15848924
15065160,8100213
28473279,19906529
5610987,4045848
6628151,3103990
2138160,1170315
9767677,9094506
13088907,8679164
14203272,9425169
19624902,7100337
29831729,26369948
5163396,2592085
7353026,5190221
8719050,3796467
12758719,6998998
15967245,9135482
6037290,4216960
8790645,5897206
12593087,10987780
5832468,5264283
2934578,1898288
7189119,5290350
3842162,3301510
4551851,2741598
19574433,18472045
136563879,113987883
15801574,14667529
28173301,24157308
32426280,24376911
17658929,6488176
16671645,6491163
8831955,5632388
8459400,3090815
12341178,7189158
35065436,20761476
6542082,3245027
9254643,3108586
3169922,1615182
5719807,3525845
14663115,10313050
19014612,12497143
12620695,3291726
19177439,9319674
2936823,1147809
8508376,1741800
9322570,6226066
12164231,9579380
3761914,2570354
7914184,3975862
13871033,7528173
2965725,1064102
6751947,4890444
4425132,3590553
32483248,18416746
31664887,16708479
41458294,5030322
47843561,41720319
28035891,24891223
3184568,2062974
3436456,1350988
5958473,5491873
10367444,7097957
12596580,9422630
19635914,12815478
3775707,2296304
21998445,12776170
21488620,10548749
31866408,25284863
31081089,4615494
4277144,2067385
13014937,9527811
7217346,4618229
29025590,19127508
17803385,6317391
18099701,8038130
18750344,12098757
30992717,14096794
28720511,1825947
41563529,16960773
6679456,4814538
6936278,5119023
6463745,2920892
6679716,2033811
16603879,3285415
9011976,4354413
26822277,17908722
19463230,18482504
14755941,12267429
32315776,31527364
7304500,6693635
10628180,2131447
10502734,6728478
3423658,2342691
54797718,50489695
18053183,12280478
18464457,3145012
12057064,4884282
11117322,7218219
12954382,6592053
2558164,890490
10241739,1420123
15530715,9971442
21023915,14598647
21070391,12057910
5253410,3081805
10783730,6936190
