55139448,44814967
71136019,61953027
10045247,5703889
15911680,8685398
28646561,12183572
8319059,4351814
11297396,5606069
25874950,19476758
20613790,13859431
9279057,3953475
18939377,9802705
9628780,5742849
12318493,6726998
4671435,2218257
16603230,12982597
12348018,4891421
9474013,2148643
4774097,2360023
5513089,2151346
10253208,6905890
59911446,50268041
10323212,4490720
21001303,15782748
103591023,85599144
4048253,1097978
6735633,2531235
8941977,3220560
13562804,8255263
4994741,2397141
12263324,8136914
10342927,2850779
9874741,2166025
19250719,16202633
4152044,1666292
9567586,3479610
10491023,3411977
18089917,15584446
10660435,5548303
16770336,1557147
10576784,6280315
15218819,10529277
18168408,13869274
6673149,1824035
11359693,1884912
3636236,1474158
3331068,1116159
8680279,4189348
8292987,6073240
4064936,1872734
3797623,1683119
3299169,1336698
5331662,3293260
12207275,5108986
4710013,2004940
57174585,41665852
4571848,2151765
6984445,4451257
5652146,2068652
3219979,1161644
4561133,2199015
7114482,4359102
8509945,1936764
4789560,2055422
9294276,1877583
4653569,2321380
6349612,4097428
6209125,2338529
17731341,14146339
10292004,7874517
3235925,1146726
4178677,2039602
5786856,2618331
8874361,5057727
13213190,10778652
8426184,6122798
4465971,2275356
11752741,5828942
23529458,19077292
6185892,3801855
5001500,1781690
7607550,3686619
12562168,10277508
4395600,2129229
9635041,5113648
9507291,5669776
16228110,11121902
12670962,9465496
3868122,1243540
8105465,4850308
15921259,4622508
13796287,11813926
13780239,9334128
10769229,5552845
21592667,19112086
3527171,1476703
9032270,5982339
5535198,1485939
13035443,1275392
9079699,2411236
13954286,9763734
20432051,6311980
10958398,7848067
6663435,1083291
6949567,2199778
11672775,4180858
11971895,6209679
3825477,1556978
8393891,2339581
11963692,6217087
15995640,9707170
3396253,1334441
3711509,1301508
10709653,1917804
3052670,1032978
7117275,5017030
14423002,6833834
11294458,8123917
9910248,5702061
30008301,21859666
3172671,1233568
10606220,8399829
6839393,4728719
23759919,20420365
3502566,912671
8447696,6334380
3804360,1672351
32687955,28057441
3248066,1279413
2766027,949429
7747633,3885431
4882092,2058236
3062269,1031980
25179255,22306305
3583500,1414040
2792151,917543
3018290,914506
2751401,847978
3805205,1570193
2998238,1155406
2939188,999602
14011825,12147578
5336360,1931262
5106991,1815678
7993756,3988836
4063743,1415734
3486153,1327310
13532150,9962303
15878125,13812106
3173862,1215125
20078395,16639070
7592748,2209520
7641650,3114678
6181505,1285730
10045420,4427554
3868477,1450304
10652383,6721667
4092023,1842711
3760871,1788219
14486641,10908531
4619448,1887389
3414548,1454658
24062969,20510564
7774442,3736718
13671897,11325538
9109377,4575829
5757194,3584384
5449984,2317655
16645050,13643175
12498010,7577327
33218481,26619563
3978768,1800569
3584531,1689256
13478209,5581473
15792995,11283130
6833984,4753965
13096810,5541363
3592000,909847
18780501,10354447
16358568,9742675
9480088,3355132
7853148,3577154
12851895,6104309
16933872,4855947
9272772,3712025
7888194,4178000
11691882,5889268
17471080,10565139
3598764,1430346
7918148,1071953
11298691,8028757
17696720,12989597
4354733,2366687
7412702,1336444
7677658,5561379
2734164,1075756
3351642,1652290
17983140,13461720
17702529,11788499
3353008,1249955
52217666,45610598
2973362,1126411
7983145,6102504
3966906,2014282
3685855,1860879
8009671,1765485
8151947,5253509
2921636,1232944
3430117,1465442
2911550,1079246
4258270,1401711
5761010,3834325
9874354,7456802
25533910,21934859
72123900,67133346
3398849,1390345
20766215,18029216
36014665,30508843
30328256,28273559
17354351,15480537
10197947,8211435
9783982,6876615
14829834,11611836
14697505,11847421
2693416,961319
8741352,1666072
19832986,16777591
14985929,12168938
4101847,1677601
3475714,1184203
13250814,7313200
15634694,11819496
13356639,1128896
5663485,2614788
10333750,6907187
50826845,42012847
3195397,1324653
2474493,771898
6582934,4785345
8076405,5924026
17035085,14932598
2933490,1189233
3517623,1515781
3663626,1455542
5866117,2244340
11259385,7485501
4250687,2005228
3085224,1128136
2790760,1088009
5737853,3512697
37136432,31974386
11578654,5478593
15271149,2845135
3247954,1362811
14697398,7936419
3692674,1817340
3220444,1509520
11206700,7857467
24511673,21230725
4982845,1756333
19359827,17006855
8740027,5993858
10822557,7232793
3582678,1819812
4482148,1275291
7195908,3758508
2816367,1142185
2418972,855380
3212991,1333161
3946828,1899662
7410176,5403771
2816148,1102648
4039348,1985120
24072260,19773612
6733025,4070242
9266078,3265603
3530069,1073711
8436859,1152173
6934144,969345
3837532,1848790
4236426,2112367
2684381,972067
3283368,1579635
10240139,8130553
